player_name,position,injury_type,status,practice_participation,team,source,scraped_at
Roy Lopez,DT,Groin,Questionable,,Arizona Cardinals,ESPN,2026-09-26 08:59:30.671283
Garrett Williams,CB,,Active,,Arizona Cardinals,ESPN,2026-09-26 08:59:30.671283
Max Melton,CB,Toe,Questionable,,Arizona Cardinals,ESPN,2026-09-26 08:59:30.671283
Dadrion Taylor-Demerson,S,Back,Out,,Arizona Cardinals,ESPN,2026-09-26 08:59:30.671283
Hjalte Froholdt,C,,Active,,Arizona Cardinals,ESPN,2026-09-26 08:59:30.671283
Andrew Billings,DT,,Active,,Arizona Cardinals,ESPN,2026-09-26 08:59:30.671283
Starling Thomas V,CB,,Active,,Arizona Cardinals,ESPN,2026-09-26 08:59:30.671283
Will Johnson,CB,Neck,IR,,Arizona Cardinals,ESPN,2026-09-26 08:59:30.671283
Mack Wilson Sr.,LB,,Active,,Arizona Cardinals,ESPN,2026-09-26 08:59:30.671283
Budda Baker,S,,Active,,Arizona Cardinals,ESPN,2026-09-26 08:59:30.671283
Kendrick Bourne,WR,,Active,,Arizona Cardinals,ESPN,2026-09-26 08:59:30.671283
Chad Ryland,PK,,Active,,Arizona Cardinals,ESPN,2026-09-26 08:59:30.671283
Josh Fryar,OT,,Active,,Arizona Cardinals,ESPN,2026-09-26 08:59:30.671283
Tyler Allgeier,RB,,Active,,Arizona Cardinals,ESPN,2026-09-26 08:59:30.671283
Jacoby Brissett,QB,,Active,,Arizona Cardinals,ESPN,2026-09-26 08:59:30.671283
Marvin Harrison Jr.,WR,,Active,,Arizona Cardinals,ESPN,2026-09-26 08:59:30.671283
Michael Wilson,WR,,Active,,Arizona Cardinals,ESPN,2026-09-26 08:59:30.671283
Jeremiyah Love,RB,,Active,,Arizona Cardinals,ESPN,2026-09-26 08:59:30.671283
Trey McBride,TE,,Active,,Arizona Cardinals,ESPN,2026-09-26 08:59:30.671283
Isaac Seumalo,G,,Active,,Arizona Cardinals,ESPN,2026-09-26 08:59:30.671283
Isaiah Adams,G,,Active,,Arizona Cardinals,ESPN,2026-09-26 08:59:30.671283
Carson Beck,QB,,Active,,Arizona Cardinals,ESPN,2026-09-26 08:59:30.671283
Reggie Virgil,WR,,Active,,Arizona Cardinals,ESPN,2026-09-26 08:59:30.671283
Jack Gibbens,LB,,Active,,Arizona Cardinals,ESPN,2026-09-26 08:59:30.671283
Cody Simon,LB,,Active,,Arizona Cardinals,ESPN,2026-09-26 08:59:30.671283
Kyle Pitts Sr.,TE,,Active,,Atlanta Falcons,ESPN,2026-09-26 08:59:30.671283
Nick Folk,PK,,Active,,Atlanta Falcons,ESPN,2026-09-26 08:59:30.671283
Brian Robinson Jr.,RB,,Active,,Atlanta Falcons,ESPN,2026-09-26 08:59:30.671283
Michael Penix Jr.,QB,,Active,,Atlanta Falcons,ESPN,2026-09-26 08:59:30.671283
Drake London,WR,,Active,,Atlanta Falcons,ESPN,2026-09-26 08:59:30.671283
Bijan Robinson,RB,,Active,,Atlanta Falcons,ESPN,2026-09-26 08:59:30.671283
Jack Strand,QB,Coach's Decision,Out,,Atlanta Falcons,ESPN,2026-09-26 08:59:30.671283
Billy Bowman Jr.,CB,,Active,,Atlanta Falcons,ESPN,2026-09-26 08:59:30.671283
Cooper Rush,QB,Coach's Decision,Out,,Atlanta Falcons,ESPN,2026-09-26 08:59:30.671283
Robert Longerbeam,CB,Coach's Decision,Out,,Atlanta Falcons,ESPN,2026-09-26 08:59:30.671283
Ethan Onianwa,OT,Coach's Decision,Out,,Atlanta Falcons,ESPN,2026-09-26 08:59:30.671283
Malcolm DeWalt IV,CB,Coach's Decision,Out,,Atlanta Falcons,ESPN,2026-09-26 08:59:30.671283
Samson Ebukam,DE,Hamstring,Out,,Atlanta Falcons,ESPN,2026-09-26 08:59:30.671283
Jawaan Taylor,OT,,Active,,Atlanta Falcons,ESPN,2026-09-26 08:59:30.671283
Zach Harrison,DE,,Active,,Atlanta Falcons,ESPN,2026-09-26 08:59:30.671283
Nick Muse,TE,,Active,,Atlanta Falcons,ESPN,2026-09-26 08:59:30.671283
Brandon Dorlus,DT,,Active,,Atlanta Falcons,ESPN,2026-09-26 08:59:30.671283
C.J. Henderson,CB,,Active,,Atlanta Falcons,ESPN,2026-09-26 08:59:30.671283
Tua Tagovailoa,QB,,Active,,Atlanta Falcons,ESPN,2026-09-26 08:59:30.671283
A.J. Terrell Jr.,CB,Groin,IR,,Atlanta Falcons,ESPN,2026-09-26 08:59:30.671283
Zachariah Branch,WR,,Active,,Atlanta Falcons,ESPN,2026-09-26 08:59:30.671283
Austin Hooper,TE,,Active,,Atlanta Falcons,ESPN,2026-09-26 08:59:30.671283
Olamide Zaccheaus,WR,,Active,,Atlanta Falcons,ESPN,2026-09-26 08:59:30.671283
Jahan Dotson,WR,,Active,,Atlanta Falcons,ESPN,2026-09-26 08:59:30.671283
Chris Lindstrom,G,,Active,,Atlanta Falcons,ESPN,2026-09-26 08:59:30.671283
Ronnie Stanley,OT,Toe,Out,,Baltimore Ravens,ESPN,2026-09-26 08:59:30.671283
Chris Moore,WR,,Active,,Baltimore Ravens,ESPN,2026-09-26 08:59:30.671283
Trey Hendrickson,LB,,Active,,Baltimore Ravens,ESPN,2026-09-26 08:59:30.671283
Malaki Starks,S,,Active,,Baltimore Ravens,ESPN,2026-09-26 08:59:30.671283
Zay Flowers,WR,Hamstring,Questionable,,Baltimore Ravens,ESPN,2026-09-26 08:59:30.671283
Teddye Buchanan,LB,,Active,,Baltimore Ravens,ESPN,2026-09-26 08:59:30.671283
John Simpson,G,,Active,,Baltimore Ravens,ESPN,2026-09-26 08:59:30.671283
Zion Young,LB,,Active,,Baltimore Ravens,ESPN,2026-09-26 08:59:30.671283
Nnamdi Madubuike,DT,,Active,,Baltimore Ravens,ESPN,2026-09-26 08:59:30.671283
Kyle Hamilton,S,,Active,,Baltimore Ravens,ESPN,2026-09-26 08:59:30.671283
Roquan Smith,LB,,Active,,Baltimore Ravens,ESPN,2026-09-26 08:59:30.671283
Elijah Sarratt,WR,,Active,,Baltimore Ravens,ESPN,2026-09-26 08:59:30.671283
Devontez Walker,WR,,Active,,Baltimore Ravens,ESPN,2026-09-26 08:59:30.671283
LaJohntay Wester,WR,,Active,,Baltimore Ravens,ESPN,2026-09-26 08:59:30.671283
Justice Hill,RB,,Active,,Baltimore Ravens,ESPN,2026-09-26 08:59:30.671283
Mark Andrews,TE,,Active,,Baltimore Ravens,ESPN,2026-09-26 08:59:30.671283
Andrew Vorhees,G,,Active,,Baltimore Ravens,ESPN,2026-09-26 08:59:30.671283
Gerad Lichtenhan,OT,,Active,,Baltimore Ravens,ESPN,2026-09-26 08:59:30.671283
Joe Fagnano,QB,,Active,,Baltimore Ravens,ESPN,2026-09-26 08:59:30.671283
Tyler Loop,PK,,Active,,Baltimore Ravens,ESPN,2026-09-26 08:59:30.671283
Rashod Bateman,WR,,Active,,Baltimore Ravens,ESPN,2026-09-26 08:59:30.671283
Derrick Henry,RB,,Active,,Baltimore Ravens,ESPN,2026-09-26 08:59:30.671283
Lamar Jackson,QB,,Active,,Baltimore Ravens,ESPN,2026-09-26 08:59:30.671283
T.J. Tampa,CB,Knee,IR,,Baltimore Ravens,ESPN,2026-09-26 08:59:30.671283
Keondre Jackson,S,,Active,,Baltimore Ravens,ESPN,2026-09-26 08:59:30.671283
Jordan Hancock,CB,Hamstring,IR,,Buffalo Bills,ESPN,2026-09-26 08:59:30.671283
Greg Dortch,WR,,Active,,Buffalo Bills,ESPN,2026-09-26 08:59:30.671283
T.J. Sanders,DT,,Out,,Buffalo Bills,ESPN,2026-09-26 08:59:30.671283
Ed Oliver,DT,Hip,Questionable,,Buffalo Bills,ESPN,2026-09-26 08:59:30.671283
Ty Johnson,RB,,Active,,Buffalo Bills,ESPN,2026-09-26 08:59:30.671283
Keon Coleman,WR,Ankle,Questionable,,Buffalo Bills,ESPN,2026-09-26 08:59:30.671283
DJ Moore,WR,Shoulder - AC Joint,Questionable,,Buffalo Bills,ESPN,2026-09-26 08:59:30.671283
Ar'maj Reed-Adams,G,Elbow,Questionable,,Buffalo Bills,ESPN,2026-09-26 08:59:30.671283
Jude Bowry,OT,,Active,,Buffalo Bills,ESPN,2026-09-26 08:59:30.671283
Jalon Kilgore,S,,Active,,Buffalo Bills,ESPN,2026-09-26 08:59:30.671283
Skyler Bell,WR,,Active,,Buffalo Bills,ESPN,2026-09-26 08:59:30.671283
Bradley Chubb,LB,,Active,,Buffalo Bills,ESPN,2026-09-26 08:59:30.671283
Cole Bishop,S,,Active,,Buffalo Bills,ESPN,2026-09-26 08:59:30.671283
Christian Benford,CB,,Active,,Buffalo Bills,ESPN,2026-09-26 08:59:30.671283
Terrel Bernard,LB,,Active,,Buffalo Bills,ESPN,2026-09-26 08:59:30.671283
Greg Rousseau,LB,,Active,,Buffalo Bills,ESPN,2026-09-26 08:59:30.671283
Jackson Hawes,TE,,Active,,Buffalo Bills,ESPN,2026-09-26 08:59:30.671283
Ray Davis,RB,,Active,,Buffalo Bills,ESPN,2026-09-26 08:59:30.671283
Dawson Knox,TE,,Active,,Buffalo Bills,ESPN,2026-09-26 08:59:30.671283
Joshua Palmer,WR,,Active,,Buffalo Bills,ESPN,2026-09-26 08:59:30.671283
Khalil Shakir,WR,,Active,,Buffalo Bills,ESPN,2026-09-26 08:59:30.671283
Dalton Kincaid,TE,,Active,,Buffalo Bills,ESPN,2026-09-26 08:59:30.671283
Tyler Bass,PK,,Active,,Buffalo Bills,ESPN,2026-09-26 08:59:30.671283
James Cook III,RB,,Active,,Buffalo Bills,ESPN,2026-09-26 08:59:30.671283
Josh Allen,QB,,Active,,Buffalo Bills,ESPN,2026-09-26 08:59:30.671283
Claudin Cherelus,LB,Shoulder,Out,,Carolina Panthers,ESPN,2026-09-26 08:59:30.671283
Nick Scott,S,Ribs,Out,,Carolina Panthers,ESPN,2026-09-26 08:59:30.671283
Devin Lloyd,LB,Calf,Out,,Carolina Panthers,ESPN,2026-09-26 08:59:30.671283
Jalen Coker,WR,Ankle,Questionable,,Carolina Panthers,ESPN,2026-09-26 08:59:30.671283
Jaelan Phillips,LB,,Active,,Carolina Panthers,ESPN,2026-09-26 08:59:30.671283
Xavier Legette,WR,Knee,Questionable,,Carolina Panthers,ESPN,2026-09-26 08:59:30.671283
Trevis Gipson,LB,,Active,,Carolina Panthers,ESPN,2026-09-26 08:59:30.671283
Bobby Brown III,DT,,Active,,Carolina Panthers,ESPN,2026-09-26 08:59:30.671283
Isaiah Simmons,S,,Active,,Carolina Panthers,ESPN,2026-09-26 08:59:30.671283
Patrick Jones II,LB,,Active,,Carolina Panthers,ESPN,2026-09-26 08:59:30.671283
Jonathon Brooks,RB,Abdomen,IR,,Carolina Panthers,ESPN,2026-09-26 08:59:30.671283
AJ Dillon,RB,,Active,,Carolina Panthers,ESPN,2026-09-26 08:59:30.671283
Bobby Okereke,LB,,Active,,Carolina Panthers,ESPN,2026-09-26 08:59:30.671283
Haynes King,QB,,Active,,Carolina Panthers,ESPN,2026-09-26 08:59:30.671283
Tyrel Dodson,LB,,Active,,Carolina Panthers,ESPN,2026-09-26 08:59:30.671283
Ja'Tavion Sanders,TE,,Active,,Carolina Panthers,ESPN,2026-09-26 08:59:30.671283
Albert Reese IV,OT,,Active,,Carolina Panthers,ESPN,2026-09-26 08:59:30.671283
Chau Smith-Wade,CB,,Active,,Carolina Panthers,ESPN,2026-09-26 08:59:30.671283
Darren Waller,TE,,Active,,Carolina Panthers,ESPN,2026-09-26 08:59:30.671283
Ryan Fitzgerald,PK,,Active,,Carolina Panthers,ESPN,2026-09-26 08:59:30.671283
Bryce Young,QB,,Active,,Carolina Panthers,ESPN,2026-09-26 08:59:30.671283
Chuba Hubbard,RB,,Active,,Carolina Panthers,ESPN,2026-09-26 08:59:30.671283
Tetairoa McMillan,WR,,Active,,Carolina Panthers,ESPN,2026-09-26 08:59:30.671283
Kenny Pickett,QB,,Active,,Carolina Panthers,ESPN,2026-09-26 08:59:30.671283
John Metchie III,WR,,Active,,Carolina Panthers,ESPN,2026-09-26 08:59:30.671283
Anthony Johnson Jr.,S,Undisclosed,IR,,Chicago Bears,ESPN,2026-09-26 08:59:30.671283
Tyrique Stevenson Sr.,CB,Hamstring,Questionable,,Chicago Bears,ESPN,2026-09-26 08:59:30.671283
Cairo Santos,PK,Hip,Questionable,,Chicago Bears,ESPN,2026-09-26 08:59:30.671283
Tyson Bagent,QB,Concussion,Questionable,,Chicago Bears,ESPN,2026-09-26 08:59:30.671283
Caleb Williams,QB,Hamstring,Doubtful,,Chicago Bears,ESPN,2026-09-26 08:59:30.671283
Kyle Monangai,RB,,Active,,Chicago Bears,ESPN,2026-09-26 08:59:30.671283
Shemar Turner,DT,Knee - ACL,Out,,Chicago Bears,ESPN,2026-09-26 08:59:30.671283
Noah Sewell,LB,Achilles,Out,,Chicago Bears,ESPN,2026-09-26 08:59:30.671283
Case Keenum,QB,,Active,,Chicago Bears,ESPN,2026-09-26 08:59:30.671283
Sam Roush,TE,,Active,,Chicago Bears,ESPN,2026-09-26 08:59:30.671283
Devin Bush,LB,,Active,,Chicago Bears,ESPN,2026-09-26 08:59:30.671283
T.J. Edwards,LB,,Active,,Chicago Bears,ESPN,2026-09-26 08:59:30.671283
Cole Kmet,TE,,Active,,Chicago Bears,ESPN,2026-09-26 08:59:30.671283
Kalif Raymond,WR,,Active,,Chicago Bears,ESPN,2026-09-26 08:59:30.671283
Ozzy Trapilo,OT,,Active,,Chicago Bears,ESPN,2026-09-26 08:59:30.671283
Jordan McFadden,G,,Active,,Chicago Bears,ESPN,2026-09-26 08:59:30.671283
Jayden Loving,DT,,Active,,Chicago Bears,ESPN,2026-09-26 08:59:30.671283
Jamree Kromah,DE,,Active,,Chicago Bears,ESPN,2026-09-26 08:59:30.671283
Colston Loveland,TE,,Active,,Chicago Bears,ESPN,2026-09-26 08:59:30.671283
Luther Burden III,WR,,Active,,Chicago Bears,ESPN,2026-09-26 08:59:30.671283
Rome Odunze,WR,,Active,,Chicago Bears,ESPN,2026-09-26 08:59:30.671283
D'Andre Swift,RB,,Active,,Chicago Bears,ESPN,2026-09-26 08:59:30.671283
Malik Muhammad II,CB,,Active,,Chicago Bears,ESPN,2026-09-26 08:59:30.671283
Xavier Woods,S,,Active,,Chicago Bears,ESPN,2026-09-26 08:59:30.671283
Dayo Odeyingbo,DE,,Active,,Chicago Bears,ESPN,2026-09-26 08:59:30.671283
B.J. Hill,DT,Achilles,Doubtful,,Cincinnati Bengals,ESPN,2026-09-26 08:59:30.671283
Jonathan Allen,DT,,Active,,Cincinnati Bengals,ESPN,2026-09-26 08:59:30.671283
Andrei Iosivas,WR,Thumb,Out,,Cincinnati Bengals,ESPN,2026-09-26 08:59:30.671283
Erick All Jr.,TE,,Active,,Cincinnati Bengals,ESPN,2026-09-26 08:59:30.671283
Drew Sample,TE,,Active,,Cincinnati Bengals,ESPN,2026-09-26 08:59:30.671283
Barrett Carter,LB,,Active,,Cincinnati Bengals,ESPN,2026-09-26 08:59:30.671283
Cedric Johnson,DE,,Active,,Cincinnati Bengals,ESPN,2026-09-26 08:59:30.671283
Dax Hill,CB,,Active,,Cincinnati Bengals,ESPN,2026-09-26 08:59:30.671283
Demetrius Knight Jr.,LB,,Active,,Cincinnati Bengals,ESPN,2026-09-26 08:59:30.671283
Samaje Perine,RB,,Active,,Cincinnati Bengals,ESPN,2026-09-26 08:59:30.671283
Mike Gesicki,TE,,Active,,Cincinnati Bengals,ESPN,2026-09-26 08:59:30.671283
Myles Hinton,OT,,Active,,Cincinnati Bengals,ESPN,2026-09-26 08:59:30.671283
Ke'Shawn Williams,WR,,Active,,Cincinnati Bengals,ESPN,2026-09-26 08:59:30.671283
Connor Lew,C,,Active,,Cincinnati Bengals,ESPN,2026-09-26 08:59:30.671283
Landon Robinson,DT,,Active,,Cincinnati Bengals,ESPN,2026-09-26 08:59:30.671283
Josh Newton,CB,,Active,,Cincinnati Bengals,ESPN,2026-09-26 08:59:30.671283
Evan McPherson,PK,,Active,,Cincinnati Bengals,ESPN,2026-09-26 08:59:30.671283
Joe Burrow,QB,,Active,,Cincinnati Bengals,ESPN,2026-09-26 08:59:30.671283
Tee Higgins,WR,,Active,,Cincinnati Bengals,ESPN,2026-09-26 08:59:30.671283
Chase Brown,RB,,Active,,Cincinnati Bengals,ESPN,2026-09-26 08:59:30.671283
Ja'Marr Chase,WR,,Active,,Cincinnati Bengals,ESPN,2026-09-26 08:59:30.671283
Shemar Stewart,DE,,Active,,Cincinnati Bengals,ESPN,2026-09-26 08:59:30.671283
Jack Endries,TE,,Active,,Cincinnati Bengals,ESPN,2026-09-26 08:59:30.671283
DJ Turner II,CB,,Active,,Cincinnati Bengals,ESPN,2026-09-26 08:59:30.671283
Myles Murphy,DE,,Active,,Cincinnati Bengals,ESPN,2026-09-26 08:59:30.671283
Teven Jenkins,G,Back,Out,,Cleveland Browns,ESPN,2026-09-26 08:59:30.671283
Grant Delpit,S,Shoulder,Questionable,,Cleveland Browns,ESPN,2026-09-26 08:59:30.671283
Tyson Campbell,CB,Hip,Questionable,,Cleveland Browns,ESPN,2026-09-26 08:59:30.671283
Quincy Williams,LB,,Active,,Cleveland Browns,ESPN,2026-09-26 08:59:30.671283
Quinshon Judkins,RB,,Active,,Cleveland Browns,ESPN,2026-09-26 08:59:30.671283
Tytus Howard,OT,,Active,,Cleveland Browns,ESPN,2026-09-26 08:59:30.671283
Mason Graham,DT,,Active,,Cleveland Browns,ESPN,2026-09-26 08:59:30.671283
Blake Whiteheart,TE,,Active,,Cleveland Browns,ESPN,2026-09-26 08:59:30.671283
Jaleel McLaughlin,RB,,Active,,Cleveland Browns,ESPN,2026-09-26 08:59:30.671283
Raheim Sanders,RB,,Active,,Cleveland Browns,ESPN,2026-09-26 08:59:30.671283
Carson Schwesinger,LB,,Active,,Cleveland Browns,ESPN,2026-09-26 08:59:30.671283
Jerry Jeudy,WR,,Active,,Cleveland Browns,ESPN,2026-09-26 08:59:30.671283
Daniel Thomas,S,,Active,,Cleveland Browns,ESPN,2026-09-26 08:59:30.671283
Taylen Green,QB,,Active,,Cleveland Browns,ESPN,2026-09-26 08:59:30.671283
Parker Brailsford,C,,Active,,Cleveland Browns,ESPN,2026-09-26 08:59:30.671283
Justin Jefferson,LB,,Active,,Cleveland Browns,ESPN,2026-09-26 08:59:30.671283
Toriano Pride Jr.,CB,,Active,,Cleveland Browns,ESPN,2026-09-26 08:59:30.671283
KC Concepcion,WR,,Active,,Cleveland Browns,ESPN,2026-09-26 08:59:30.671283
Denzel Boston,WR,,Active,,Cleveland Browns,ESPN,2026-09-26 08:59:30.671283
Andre Szmyt,PK,,Active,,Cleveland Browns,ESPN,2026-09-26 08:59:30.671283
Deshaun Watson,QB,,Active,,Cleveland Browns,ESPN,2026-09-26 08:59:30.671283
Harold Fannin Jr.,TE,,Active,,Cleveland Browns,ESPN,2026-09-26 08:59:30.671283
Noah Igbinoghene,CB,,Active,,Cleveland Browns,ESPN,2026-09-26 08:59:30.671283
Shedeur Sanders,QB,,Active,,Cleveland Browns,ESPN,2026-09-26 08:59:30.671283
Elgton Jenkins,C,,Active,,Cleveland Browns,ESPN,2026-09-26 08:59:30.671283
P.J. Locke,S,Foot,Out,,Dallas Cowboys,ESPN,2026-09-26 08:59:30.671283
Cobie Durant,CB,Hamstring,Out,,Dallas Cowboys,ESPN,2026-09-26 08:59:30.671283
Malik Hooker,S,Forearm,Out,,Dallas Cowboys,ESPN,2026-09-26 08:59:30.671283
DeMarvion Overshown,LB,Hamstring,Out,,Dallas Cowboys,ESPN,2026-09-26 08:59:30.671283
Markquese Bell,S,,Active,,Dallas Cowboys,ESPN,2026-09-26 08:59:30.671283
Ryan Flournoy,WR,,Active,,Dallas Cowboys,ESPN,2026-09-26 08:59:30.671283
Emari Demercado,RB,,Active,,Dallas Cowboys,ESPN,2026-09-26 08:59:30.671283
Caelen Carson,CB,,Active,,Dallas Cowboys,ESPN,2026-09-26 08:59:30.671283
Ajani Cornelius,OT,,Active,,Dallas Cowboys,ESPN,2026-09-26 08:59:30.671283
Camden Brown,WR,,Active,,Dallas Cowboys,ESPN,2026-09-26 08:59:30.671283
James Houston,LB,,Active,,Dallas Cowboys,ESPN,2026-09-26 08:59:30.671283
Brandon Aubrey,PK,,Active,,Dallas Cowboys,ESPN,2026-09-26 08:59:30.671283
Dak Prescott,QB,,Active,,Dallas Cowboys,ESPN,2026-09-26 08:59:30.671283
George Pickens,WR,,Active,,Dallas Cowboys,ESPN,2026-09-26 08:59:30.671283
Javonte Williams,RB,,Active,,Dallas Cowboys,ESPN,2026-09-26 08:59:30.671283
CeeDee Lamb,WR,,Active,,Dallas Cowboys,ESPN,2026-09-26 08:59:30.671283
Jake Ferguson,TE,,Active,,Dallas Cowboys,ESPN,2026-09-26 08:59:30.671283
Dee Winters,LB,,Active,,Dallas Cowboys,ESPN,2026-09-26 08:59:30.671283
Tyler Goodson,RB,,Active,,Dallas Cowboys,ESPN,2026-09-26 08:59:30.671283
Caleb Downs,S,,Active,,Dallas Cowboys,ESPN,2026-09-26 08:59:30.671283
Donovan Ezeiruaku,LB,,Active,,Dallas Cowboys,ESPN,2026-09-26 08:59:30.671283
KaVontae Turpin,WR,,Active,,Dallas Cowboys,ESPN,2026-09-26 08:59:30.671283
Jonathan Mingo,WR,,Active,,Dallas Cowboys,ESPN,2026-09-26 08:59:30.671283
Luke Schoonmaker,TE,,Active,,Dallas Cowboys,ESPN,2026-09-26 08:59:30.671283
Brevyn Spann-Ford,TE,,Active,,Dallas Cowboys,ESPN,2026-09-26 08:59:30.671283
Marvin Mims Jr.,WR,Foot,Questionable,,Denver Broncos,ESPN,2026-09-26 08:59:30.671283
Jonah Coleman,RB,Ankle,Out,,Denver Broncos,ESPN,2026-09-26 08:59:30.671283
RJ Harvey,RB,,Active,,Denver Broncos,ESPN,2026-09-26 08:59:30.671283
J.K. Dobbins,RB,,Active,,Denver Broncos,ESPN,2026-09-26 08:59:30.671283
Troy Franklin,WR,,Active,,Denver Broncos,ESPN,2026-09-26 08:59:30.671283
Nate Adkins,TE,,Active,,Denver Broncos,ESPN,2026-09-26 08:59:30.671283
Tyler Badie,RB,,Active,,Denver Broncos,ESPN,2026-09-26 08:59:30.671283
Alex Singleton,LB,,Active,,Denver Broncos,ESPN,2026-09-26 08:59:30.671283
Pat Bryant,WR,,Active,,Denver Broncos,ESPN,2026-09-26 08:59:30.671283
Evan Engram,TE,,Active,,Denver Broncos,ESPN,2026-09-26 08:59:30.671283
Wil Lutz,PK,,Active,,Denver Broncos,ESPN,2026-09-26 08:59:30.671283
Bo Nix,QB,,Active,,Denver Broncos,ESPN,2026-09-26 08:59:30.671283
Courtland Sutton,WR,,Active,,Denver Broncos,ESPN,2026-09-26 08:59:30.671283
Jaylen Waddle,WR,,Active,,Denver Broncos,ESPN,2026-09-26 08:59:30.671283
Talanoa Hufanga,S,,Active,,Denver Broncos,ESPN,2026-09-26 08:59:30.671283
Brandon Jones,S,,Active,,Denver Broncos,ESPN,2026-09-26 08:59:30.671283
Zach Allen,DE,,Active,,Denver Broncos,ESPN,2026-09-26 08:59:30.671283
Adam Trautman,TE,,Active,,Denver Broncos,ESPN,2026-09-26 08:59:30.671283
Lil'Jordan Humphrey,WR,,Active,,Denver Broncos,ESPN,2026-09-26 08:59:30.671283
Luke Wattenberg,C,,Active,,Denver Broncos,ESPN,2026-09-26 08:59:30.671283
Riley Moss,CB,,Active,,Denver Broncos,ESPN,2026-09-26 08:59:30.671283
Jarrett Stidham,QB,,Active,,Denver Broncos,ESPN,2026-09-26 08:59:30.671283
Jonathon Cooper,LB,Personal,Out,,Denver Broncos,ESPN,2026-09-26 08:59:30.671283
Nick Gargiulo,G,Knee - ACL,Out,,Denver Broncos,ESPN,2026-09-26 08:59:30.671283
Frank Crum,OT,Undisclosed,IR,,Denver Broncos,ESPN,2026-09-26 08:59:30.671283
Ben Bartch,G,Foot,Out,,Detroit Lions,ESPN,2026-09-26 08:59:30.671283
Tate Ratledge,G,,Active,,Detroit Lions,ESPN,2026-09-26 08:59:30.671283
Blake Miller,OT,,Active,,Detroit Lions,ESPN,2026-09-26 08:59:30.671283
Christian Mahogany,G,,Active,,Detroit Lions,ESPN,2026-09-26 08:59:30.671283
Thomas Harper,S,Ankle,Out,,Detroit Lions,ESPN,2026-09-26 08:59:30.671283
Ahmed Hassanein,DE,,Active,,Detroit Lions,ESPN,2026-09-26 08:59:30.671283
Avonte Maddox,CB,Foot,IR,,Detroit Lions,ESPN,2026-09-26 08:59:30.671283
Jimmy Rolder,LB,,Active,,Detroit Lions,ESPN,2026-09-26 08:59:30.671283
Keith Abney II,CB,,Active,,Detroit Lions,ESPN,2026-09-26 08:59:30.671283
Ennis Rakestraw Jr.,CB,,Active,,Detroit Lions,ESPN,2026-09-26 08:59:30.671283
Mekhi Wingo,DT,,Active,,Detroit Lions,ESPN,2026-09-26 08:59:30.671283
Aidan Hutchinson,DE,,Active,,Detroit Lions,ESPN,2026-09-26 08:59:30.671283
Jack Campbell,LB,,Active,,Detroit Lions,ESPN,2026-09-26 08:59:30.671283
Jacob Saylors,RB,,Active,,Detroit Lions,ESPN,2026-09-26 08:59:30.671283
Sione Vaki,RB,,Active,,Detroit Lions,ESPN,2026-09-26 08:59:30.671283
Isaac TeSlaa,WR,,Active,,Detroit Lions,ESPN,2026-09-26 08:59:30.671283
Jameson Williams,WR,,Active,,Detroit Lions,ESPN,2026-09-26 08:59:30.671283
Sam LaPorta,TE,,Active,,Detroit Lions,ESPN,2026-09-26 08:59:30.671283
Derrick Barnes,LB,,Active,,Detroit Lions,ESPN,2026-09-26 08:59:30.671283
Chuck Clark,S,,Active,,Detroit Lions,ESPN,2026-09-26 08:59:30.671283
Jared Goff,QB,,Active,,Detroit Lions,ESPN,2026-09-26 08:59:30.671283
Jake Bates,PK,,Active,,Detroit Lions,ESPN,2026-09-26 08:59:30.671283
Amon-Ra St. Brown,WR,,Active,,Detroit Lions,ESPN,2026-09-26 08:59:30.671283
Jahmyr Gibbs,RB,,Active,,Detroit Lions,ESPN,2026-09-26 08:59:30.671283
Levi Onwuzurike,DE,,Active,,Detroit Lions,ESPN,2026-09-26 08:59:30.671283
Jacob Monk,C,Undisclosed,Questionable,,Green Bay Packers,ESPN,2026-09-26 08:59:30.671283
MarShawn Lloyd,RB,,Active,,Green Bay Packers,ESPN,2026-09-26 08:59:30.671283
Tucker Kraft,TE,,Active,,Green Bay Packers,ESPN,2026-09-26 08:59:30.671283
Trey Smack,PK,,Active,,Green Bay Packers,ESPN,2026-09-26 08:59:30.671283
Jordan Love,QB,,Active,,Green Bay Packers,ESPN,2026-09-26 08:59:30.671283
Matthew Golden,WR,,Active,,Green Bay Packers,ESPN,2026-09-26 08:59:30.671283
Christian Watson,WR,,Active,,Green Bay Packers,ESPN,2026-09-26 08:59:30.671283
Jager Burton,C,,Active,,Green Bay Packers,ESPN,2026-09-26 08:59:30.671283
Edgerrin Cooper,LB,Head,Questionable,,Green Bay Packers,ESPN,2026-09-26 08:59:30.671283
Anthony Campbell,DT,Ankle,Out,,Green Bay Packers,ESPN,2026-09-26 08:59:30.671283
Javon Hargrave,DT,,Active,,Green Bay Packers,ESPN,2026-09-26 08:59:30.671283
Jayden Reed,WR,Neck,Out,,Green Bay Packers,ESPN,2026-09-26 08:59:30.671283
Zach Bako-Bewele,OT,Knee,Out,,Green Bay Packers,ESPN,2026-09-26 08:59:30.671283
Donovan Jennings,G,,Active,,Green Bay Packers,ESPN,2026-09-26 08:59:30.671283
Aaron Banks,G,Toe,Out,,Green Bay Packers,ESPN,2026-09-26 08:59:30.671283
